reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
88e3d460-c64f-42e4-9fc4-ebf50facb8b9,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,keren,5,0,,2026-04-20 01:54:25,,,
554f5acc-9fca-479f-ab21-9a5f10049b01,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"demi apapunnn, gak bisa chat driver. pas chat ceklis 1 aja atau malah gak kekirim samsek. di tambah lemot, dan sering di kasih driver yang jauh2 jadi sering di cancel.",3,1,5.56.2,2026-04-20 01:52:29,"Hai Kak Andina, mohon maaf atas ketidaknyamanannya. Laporan yang kamu sampaikan akan menjadi masukan bagi kami untuk terus meningkatkan kualitas pelayanan kami ke depannya. Kemudian terkait keluhannya, silakan laporkan melalui menu Bantuan di aplikasi Gojek dengan mengetik ""Driver membatalkan pesanan saya"" pada kolom pencarian ya. ^Mita",2026-04-20 02:14:55,5.56.2
97138c7f-0a5a-47f1-83e5-aa0e708bbdee,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Cukup baik,5,0,5.56.2,2026-04-20 01:44:32,,,5.56.2
07c26bf3-3046-4f43-9df5-0adbddfc072d,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Sangat membantu banyak keperluan,5,0,,2026-04-20 01:21:20,,,
0ee70ed6-f330-4d02-a4f1-4056e8831c36,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,bagus,5,0,5.56.2,2026-04-20 01:16:54,,,5.56.2
5c08fc24-457e-4c1f-a263-ad02a7ddb6ae,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,sukses selalu,5,0,5.56.2,2026-04-20 01:16:45,,,5.56.2
8e382e74-e9f5-4f48-b862-aebbdfcd4d05,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,pelayanan nya baik,5,0,5.56.2,2026-04-20 01:15:55,,,5.56.2
2d1b350d-7ec5-4cbc-aa8b-117103225e1c,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,mantap,5,0,5.56.2,2026-04-20 01:08:02,,,5.56.2
a1d42ed0-322c-45b7-a72f-6618882c7358,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,sangat muda dan gampang di akses.,5,0,5.56.2,2026-04-20 01:06:48,,,5.56.2
ca31bca6-0d47-4e96-bacc-05c4df4cf861,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Akun saya gk bisa di pakai,5,0,5.56.2,2026-04-20 01:05:24,,,5.56.2
d05b4e2a-a487-4498-8f15-89c60d965d67,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,mempermudah perjalanan,5,0,5.56.2,2026-04-20 00:55:52,,,5.56.2
98d73236-dd01-48a4-b2c5-18241c6cbc97,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"jelek aplikasi nya,apk gojek kalo ke daerah yang agak pelosok gamau mereka,maunya yang kota harga mahal,giliran harga murah mah gamau apk gojek ma padahal kan harga dari sana nya👎👎👎👎",1,0,5.56.2,2026-04-20 00:46:09,"Mohon maaf atas kendalanya Kak Abdul. Kesulitan mendapatkan driver bisa terjadi karena meningkatnya jumlah pengantaran di jam sibuk, atau tidak ada driver di dekat titik penjemputan. Mohon menunggu beberapa saat dan coba kembali, ya. Jika ada pertanyaan lain, silakan kunjungi menu Bantuan pada aplikasi Gojek-mu, ya. ^Mita",2026-04-20 01:05:39,5.56.2
19680282-79bc-4a2e-a583-877e8c9c805b,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,ramah,5,0,5.55.2,2026-04-20 00:26:09,,,5.55.2
39f1cfc3-78eb-448d-8463-1585155f1766,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,selama ini merasa puas bget,4,0,5.54.1,2026-04-20 00:06:33,,,5.54.1
210f8402-1aa8-4a0e-b2dd-82514f344a96,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,senang pake banget,5,0,5.56.2,2026-04-20 00:05:34,,,5.56.2
4a365609-a8a4-421c-a199-8571d8808b18,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,cepat akurat,5,0,5.56.2,2026-04-20 00:01:59,,,5.56.2
a3c80468-29dd-45d7-bc39-939364339c5c,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,sangat membantu terimakasih,5,0,5.56.2,2026-04-19 23:26:22,,,5.56.2
fadd2684-089a-4e2a-9e0d-f79ab567d282,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,mantap 👍👍👍,5,0,5.56.2,2026-04-19 23:22:14,,,5.56.2
64fac809-5068-424a-ba18-2a60bb4e8a32,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"bagus sih, tapi sayang nya setiap saya pesen gojek selalu ga ada yg dapat... saya bhkan jdi kdng' g masuk sekolah krna ini..",3,0,5.56.2,2026-04-19 23:17:44,"Mohon maaf atas kendalanya Kak Anisa. Kesulitan mendapatkan driver bisa terjadi karena meningkatnya jumlah pengantaran di jam sibuk, atau tidak ada driver di dekat titik penjemputan. Mohon menunggu beberapa saat dan coba kembali, ya. Jika ada pertanyaan lain, silakan kunjungi menu Bantuan pada aplikasi Gojek-mu, ya. ^Mita",2026-04-19 23:51:35,5.56.2
9786df00-a013-4813-b730-1ec1d7560768,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,good,4,0,,2026-04-19 23:08:22,,,
65a881d5-c577-4d48-878e-701ffff03812,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,full service,5,0,5.56.2,2026-04-19 22:59:52,,,5.56.2
3dceb868-0bfc-418e-b4cc-239634f940d0,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,mantul tul tul tul,5,0,5.56.2,2026-04-19 22:32:29,,,5.56.2
e915b73e-12d4-4366-be68-5a63deb16bea,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Sekarang kode promo motor dan mobil tidak bisa,1,0,5.56.2,2026-04-19 22:26:20,"Hai Kak Novilia, mohon maaf atas ketidaknyamanannya. Pastikan kamu mengikuti syarat & ketentuan yang berlaku, kode voucher yang dimasukkan sudah sesuai. Jika masih tidak bisa, silakan laporkan hal ini melalui halaman Bantuan > ketik ""Tidak bisa menukarkan kode promo"" di kolom pencarian > pilih artikel dan lengkapi form-nya. ^Mita",2026-04-19 23:48:00,5.56.2
058e3427-0794-4d24-8806-5e94df9da497,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,ok,5,0,5.56.2,2026-04-19 21:43:47,,,5.56.2
f4865da7-ed4c-4619-a660-e629405bf75d,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,tiba tiba saldo kepotong anding emang,1,0,5.56.2,2026-04-19 20:46:42,"Hai Kak Yoshuda, mohon maaf atas ketidaknyamanannya. Mengenai saldo Kakak yang hilang atau tidak sesuai, silakan masuk ke menu Bantuan > pilih layanan ""GoPay"" > pilih artikel ""Saldo GoPay saya hilang"" > lalu isi formulir yang tersedia. Semoga kendalanya bisa segera terselesaikan. ^Mita",2026-04-19 23:36:27,5.56.2
73168721-67b9-438e-9ea0-813c71faa7a8,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,jos,5,0,5.56.2,2026-04-19 19:14:53,,,5.56.2
6ad1228f-ead5-48c1-8238-d854f5961e2c,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"akun bagus malah susah mendapatkan order, aneh",1,1,,2026-04-19 19:02:30,"Mohon maaf atas kendalanya Kak Ahmat. Kesulitan mendapatkan driver bisa terjadi karena meningkatnya jumlah pengantaran di jam sibuk, atau tidak ada driver di dekat titik penjemputan. Mohon menunggu beberapa saat dan coba kembali, ya. Jika ada pertanyaan lain, silakan kunjungi menu Bantuan pada aplikasi Gojek-mu, ya. ^Mita",2026-04-19 23:35:08,
01f4a90c-3f22-44a1-b7bf-92f6e52d7094,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,muantap buanget,5,0,,2026-04-19 18:49:23,,,
089bae9d-99a4-46be-a377-e80fd3bbad20,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,susah kali dapat drivernya baik buat gofood ataupun goride ditambah setiap mau klaim koin gopay nggak pernah masuk,2,1,5.56.2,2026-04-19 18:01:02,"Mohon maaf atas kendalanya Kak Winda. Kesulitan mendapatkan driver bisa terjadi karena meningkatnya jumlah pengantaran di jam sibuk, atau tidak ada driver di dekat titik penjemputan. Mohon menunggu beberapa saat dan coba kembali, ya. Jika ada pertanyaan lain, silakan kunjungi menu Bantuan pada aplikasi Gojek-mu, ya. ^Mita",2026-04-19 23:33:52,5.56.2
5b292b84-65b6-4d03-8aeb-99520faa8ef2,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,kapan kok gojek belom ada dark mode nya lama bgt ada fitur dark mode nya harus nunggu brapa lama lagi terima kasih sudah sering di-update ke versi paling terbaru tetap saja dark mode nya belom tersedia lebih di tingkatkan lagi gercep dalam merubah tampilan gojek ada fitur dark mode nya,4,0,5.56.2,2026-04-19 17:41:05,,,5.56.2
3a7ab723-13c5-4500-9e61-978d9b7f0007,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,kalo ada problem susah di hubunginya,1,1,5.56.2,2026-04-19 17:30:09,"Hai Kak Resta, mohon maaf atas ketidaknyamanannya. Kami akan terus meningkatkan kualitas pelayanan agar lebih baik ke depannya. Jika kamu masih mengalami kendala, silakan laporkan melalui email ke customerservice@gojek.com dengan melampirkan kode psr-26-110-2332-24119 pada subject email. Kami tunggu detail laporan kamu ya. ^Mita",2026-04-19 23:32:36,5.56.2
1b06e412-8645-46a9-a735-0895f9d70452,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,ok,3,0,,2026-04-19 17:21:16,,,
2c2447da-7112-412c-853a-27ed28b450a4,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,oklah,4,0,5.56.2,2026-04-19 16:51:00,,,5.56.2
bddc51c0-adb2-41da-a7e5-935d5c7ea060,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,pengiriman cepat,5,0,5.56.2,2026-04-19 16:40:06,,,5.56.2
9802af62-12cb-41b6-924a-878d25650be5,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,saya sangat senang jadi bagian dari mitra gojek,5,0,5.45.1,2026-04-19 16:33:15,,,5.45.1
a6be1721-1ee3-4a6d-8837-af83b32f727e,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"mesan gofood, kelamaan ga dapat driver malah ga bisa batalin, 1 jam setengah nungguin. perbaiki lagi fiturnya",1,1,5.56.2,2026-04-19 16:12:28,"Hai Kak Fauzi, mohon maaf atas ketidaknyamanannya. Laporan yang kamu sampaikan akan menjadi masukan bagi kami untuk terus meningkatkan kualitas layanan kami ke depannya. Apabila ada pertanyaan atau keluhan terkait layanan Gojek, silakan laporkan melalui menu Bantuan di aplikasi Gojek agar tim kami bisa bantu cek ya. ^Melodi",2026-04-19 16:37:56,5.56.2
c45d8c1a-c41e-4c82-80de-a99593f8a0ee,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Sangat Bagus 👍,5,0,5.56.2,2026-04-19 15:47:28,,,5.56.2
711361f6-a45e-4dad-9a2e-f612993e4996,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,sopan tepat waktu,5,0,5.56.2,2026-04-19 15:34:02,,,5.56.2
661d7f56-b80a-4870-bc39-933b0a2c090d,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"saya bahagia, bisa makan",5,0,5.56.2,2026-04-19 15:10:41,,,5.56.2
80a97bd8-5e23-45cd-be33-406a4838dc3b,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,gojek mntapp,5,0,,2026-04-19 14:56:01,,,
89c34052-9419-4668-924e-d5bdfcff1545,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,baguts,4,0,5.56.2,2026-04-19 14:44:04,,,5.56.2
3bd53218-4474-4919-ab04-15b59a98b669,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,mantul,5,0,5.56.2,2026-04-19 14:15:53,,,5.56.2
1c17d1dd-cee8-46d3-9578-23c94594dd7f,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"belum bisa ngasih bintang lima,karena setiap menggunakan goride hemat sering dan bahkan tidak pernah mendapatkan drivernya,dan malah tidak ada sama sekali, tolong lah... kedepannya lebih baik lagi,tapi jangan ada update update lagi yah... karena hp saya hp kentang... kenapa yah, setiap jam 21:00 WIB gak pernah ada driver yang mau nganterin... padahal kan kepingin juga jalan malam malam... lain kali jangan begitu dong",3,2,5.55.2,2026-04-19 14:12:10,"Mohon maaf atas kendalanya Kak Aidil. Kesulitan mendapatkan driver bisa terjadi karena meningkatnya jumlah pengantaran di jam sibuk, atau tidak ada driver di dekat titik penjemputan. Mohon menunggu beberapa saat dan coba kembali, ya. Jika ada pertanyaan lain, silakan kunjungi menu Bantuan pada aplikasi Gojek-mu, ya. ^Melodi",2026-04-19 14:36:10,5.55.2
cf389029-daac-447f-ba4e-0329a14502d4,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Sekarang pesan Gofood sulit dapat Driver,, bukannya makin baik, malah makin parah..",1,1,5.56.2,2026-04-19 14:03:38,"Mohon maaf atas kendalanya Kak Zainal. Kesulitan mendapatkan driver bisa terjadi karena meningkatnya jumlah pengantaran di jam sibuk, atau tidak ada driver di dekat titik penjemputan. Mohon menunggu beberapa saat dan coba kembali, ya. Jika ada pertanyaan lain, silakan kunjungi menu Bantuan pada aplikasi Gojek-mu, ya. ^Melodi",2026-04-19 14:33:40,5.56.2
1ae3c8fa-b580-4113-a3c3-fe344d90a302,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"beberapa waktu lalu sering kecewa,tapi sekarang banyak perubahan. .!! semakin menyenangkan menggunakan layanan gojek",5,3,5.56.2,2026-04-19 14:02:00,,,5.56.2
46b7956d-7e12-424f-b784-509c93a36f72,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"gak mau lagi pakai aplikasi gojek,apa lagi buat pesan Drive,kaya udh kaya aja semua gara gara harga 18 ribu g mau ambil pesanan lol",1,1,5.56.2,2026-04-19 13:59:55,"Mohon maaf atas kendalanya Kak Sandy. Kesulitan mendapatkan driver bisa terjadi karena meningkatnya jumlah pengantaran di jam sibuk, atau tidak ada driver di dekat titik penjemputan. Mohon menunggu beberapa saat dan coba kembali, ya. Jika ada pertanyaan lain, silakan kunjungi menu Bantuan pada aplikasi Gojek-mu, ya. ^Melodi",2026-04-19 14:31:30,5.56.2
a75ea3ce-adf5-4623-a253-ad749958a77b,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,susah dapet driver padahal udah yg prioritas,1,1,5.56.2,2026-04-19 13:36:39,"Mohon maaf atas kendalanya Kak. Kesulitan mendapatkan driver bisa terjadi karena meningkatnya jumlah pengantaran di jam sibuk, atau tidak ada driver di dekat titik penjemputan. Mohon menunggu beberapa saat dan coba kembali, ya. Jika ada pertanyaan lain, silakan kunjungi menu Bantuan pada aplikasi Gojek-mu, ya. ^Melodi
",2026-04-19 14:02:39,5.56.2
4122da11-9fde-4b2a-a025-c6f1eac55544,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"mulai benahin aplikasinya deh, pesen selalu paling cepet. tapi berkali kali susah dapet driver. diganti terus drivernya berkali kali. tapi gaada kompensasi berarti dari aplikator. jengah rasanya",1,1,5.56.2,2026-04-19 13:36:11,"Mohon maaf atas kendalanya Kak Ade. Kesulitan mendapatkan driver bisa terjadi karena meningkatnya jumlah pengantaran di jam sibuk, atau tidak ada driver di dekat titik penjemputan. Mohon menunggu beberapa saat dan coba kembali, ya. Jika ada pertanyaan lain, silakan kunjungi menu Bantuan pada aplikasi Gojek-mu, ya. ^Melodi
",2026-04-19 14:01:01,5.56.2
f5056827-cf1b-4e0a-9806-f4f13b297a42,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,banya promo nya,5,0,5.52.1,2026-04-19 13:25:35,,,5.52.1
4fe8b339-0299-4f28-8b5c-75e47368fc20,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,sangat menyenangkan setiap saat,5,0,5.54.1,2026-04-19 13:25:31,,,5.54.1
